Trial	audCue	audCueOnset	spaCueOnset	targOnset	targX	location	sacctype	dir	message	MRT	SRTFix	SRTSacc	numSaccades
81	1	0.419663	0.400000	0.450000	652.000000	centre	saccade	left	GoodTrial	0.000000	0.000000	0.720339	0
82	0	0.370967	0.400000	0.450000	1268.000000	centre	saccade	right	GoodTrial	0.000000	0.000000	0.664200	0
83	0	0.575379	0.400000	0.450000	1268.000000	centre	saccade	right	GoodTrial	0.000000	0.000000	0.530003	0
84	0	0.546316	0.400000	0.450000	1268.000000	left	antisaccade	right	GoodTrial	0.000000	0.000000	1.249407	0
85	0	0.242341	0.400000	0.450000	1268.000000	left	antisaccade	right	GoodTrial	0.000000	0.000000	0.000000	0
86	0	0.309209	0.400000	0.450000	652.000000	right	saccade	left	GoodTrial	0.000000	0.000000	0.569619	0
87	1	0.403707	0.400000	0.450000	1268.000000	centre	antisaccade	right	GoodTrial	0.000000	0.000000	0.000000	0
88	0	0.470655	0.400000	0.450000	1268.000000	centre	saccade	right	Fix_Error	0.000000	0.000000	0.000000	0
89	1	0.242217	0.400000	0.450000	652.000000	right	antisaccade	left	GoodTrial	0.000000	0.000000	1.198098	0
90	1	0.567057	0.400000	0.450000	1268.000000	left	saccade	right	GoodTrial	0.000000	0.000000	1.087995	0
91	0	0.120052	0.400000	0.450000	652.000000	centre	saccade	left	GoodTrial	0.000000	0.000000	0.536602	0
92	0	0.360837	0.400000	0.450000	652.000000	centre	saccade	left	Fix_Error	0.000000	0.000000	0.000000	0
93	1	0.100233	0.400000	0.450000	652.000000	right	antisaccade	left	GoodTrial	0.000000	0.000000	1.336527	0
94	1	0.376665	0.400000	0.450000	652.000000	centre	antisaccade	left	GoodTrial	0.000000	0.000000	1.045386	0
95	1	0.440858	0.400000	0.450000	1268.000000	centre	antisaccade	right	GoodTrial	0.000000	0.000000	0.565322	0
96	0	0.572084	0.400000	0.450000	1268.000000	right	saccade	right	GoodTrial	0.000000	0.000000	0.736226	0
97	0	0.224228	0.400000	0.450000	1268.000000	right	antisaccade	right	GoodTrial	0.000000	0.000000	0.642011	0
98	1	0.505947	0.400000	0.450000	1268.000000	right	antisaccade	right	GoodTrial	0.000000	0.000000	0.610701	0
99	0	0.369220	0.400000	0.450000	1268.000000	right	antisaccade	right	GoodTrial	0.000000	0.000000	0.505580	0
100	0	0.167111	0.400000	0.450000	652.000000	centre	saccade	left	GoodTrial	0.000000	0.000000	1.224794	0
101	1	0.277923	0.400000	0.450000	1268.000000	centre	saccade	right	GoodTrial	0.000000	0.000000	1.465952	0
102	0	0.207419	0.400000	0.450000	1268.000000	right	antisaccade	right	GoodTrial	0.000000	0.000000	0.000000	0
103	1	0.354468	0.400000	0.450000	652.000000	left	saccade	left	GoodTrial	0.000000	0.000000	0.520166	0
104	1	0.577172	0.400000	0.450000	1268.000000	centre	saccade	right	GoodTrial	0.000000	0.000000	0.366290	0
105	0	0.468296	0.400000	0.450000	1268.000000	right	saccade	right	GoodTrial	0.000000	0.000000	0.000000	0
106	0	0.546740	0.400000	0.450000	1268.000000	centre	antisaccade	right	GoodTrial	0.000000	0.000000	1.533335	0
107	0	0.119231	0.400000	0.450000	1268.000000	left	antisaccade	right	GoodTrial	0.000000	0.000000	0.585781	0
108	0	0.207493	0.400000	0.450000	1268.000000	left	antisaccade	right	GoodTrial	0.000000	0.000000	1.411768	0
109	0	0.144134	0.400000	0.450000	1268.000000	right	saccade	right	GoodTrial	0.000000	0.000000	0.474174	0
110	1	0.499109	0.400000	0.450000	652.000000	right	saccade	left	GoodTrial	0.000000	0.000000	0.516511	0
111	0	0.285649	0.400000	0.450000	1268.000000	left	saccade	right	GoodTrial	0.000000	0.000000	0.491533	0
112	0	0.107089	0.400000	0.450000	652.000000	centre	antisaccade	left	GoodTrial	0.000000	0.000000	0.580461	0
113	1	0.184662	0.400000	0.450000	652.000000	centre	saccade	left	GoodTrial	0.000000	0.000000	0.621309	0
114	1	0.249227	0.400000	0.450000	1268.000000	centre	saccade	right	GoodTrial	0.000000	0.000000	0.490448	0
115	1	0.457798	0.400000	0.450000	1268.000000	right	antisaccade	right	Fix_Error	0.000000	0.000000	0.000000	0
116	0	0.374412	0.400000	0.450000	652.000000	right	saccade	left	GoodTrial	0.000000	0.000000	0.587955	0
117	0	0.466148	0.400000	0.450000	652.000000	right	saccade	left	GoodTrial	0.000000	0.000000	0.464470	0
118	0	0.271124	0.400000	0.450000	652.000000	left	saccade	left	GoodTrial	0.000000	0.000000	0.486759	0
119	0	0.368111	0.400000	0.450000	652.000000	centre	antisaccade	left	GoodTrial	0.000000	0.000000	1.182531	0
120	1	0.576416	0.400000	0.450000	1268.000000	right	saccade	right	GoodTrial	0.000000	0.000000	0.629494	0
121	0	0.417117	0.400000	0.450000	1268.000000	left	antisaccade	right	Fix_Error	0.000000	0.000000	0.000000	0
122	0	0.432229	0.400000	0.450000	652.000000	left	saccade	left	GoodTrial	0.000000	0.000000	0.547663	0
123	0	0.115521	0.400000	0.450000	652.000000	centre	antisaccade	left	GoodTrial	0.000000	0.000000	1.333949	0
124	0	0.423435	0.400000	0.450000	652.000000	left	saccade	left	GoodTrial	0.000000	0.000000	0.466870	0
125	0	0.122860	0.400000	0.450000	652.000000	right	antisaccade	left	GoodTrial	0.000000	0.000000	1.208364	0
126	1	0.583245	0.400000	0.450000	652.000000	centre	saccade	left	GoodTrial	0.000000	0.000000	0.487163	0
127	1	0.317590	0.400000	0.450000	652.000000	centre	saccade	left	GoodTrial	0.000000	0.000000	0.458472	0
128	1	0.595892	0.400000	0.450000	1268.000000	right	saccade	right	GoodTrial	0.000000	0.000000	0.448388	0
129	1	0.324287	0.400000	0.450000	1268.000000	right	saccade	right	GoodTrial	0.000000	0.000000	0.500803	0
130	1	0.410625	0.400000	0.450000	1268.000000	left	saccade	right	GoodTrial	0.000000	0.000000	0.487533	0
131	0	0.386158	0.400000	0.450000	652.000000	right	antisaccade	left	GoodTrial	0.000000	0.000000	0.731870	0
132	1	0.140322	0.400000	0.450000	1268.000000	left	antisaccade	right	GoodTrial	0.000000	0.000000	0.917707	0
133	1	0.565960	0.400000	0.450000	1268.000000	left	saccade	right	GoodTrial	0.000000	0.000000	0.451725	0
134	1	0.549560	0.400000	0.450000	652.000000	left	saccade	left	GoodTrial	0.000000	0.000000	0.665005	0
135	0	0.434706	0.400000	0.450000	1268.000000	right	antisaccade	right	GoodTrial	0.000000	0.000000	0.545567	0
136	1	0.106780	0.400000	0.450000	652.000000	right	saccade	left	Fix_Error	0.000000	0.000000	0.000000	0
137	1	0.154058	0.400000	0.450000	1268.000000	right	antisaccade	right	GoodTrial	0.000000	0.000000	0.540161	0
138	0	0.503814	0.400000	0.450000	652.000000	left	antisaccade	left	GoodTrial	0.000000	0.000000	0.709677	0
139	0	0.521416	0.400000	0.450000	652.000000	centre	antisaccade	left	GoodTrial	0.000000	0.000000	0.667474	0
140	1	0.159309	0.400000	0.450000	1268.000000	right	antisaccade	right	GoodTrial	0.000000	0.000000	0.571537	0
141	0	0.329297	0.400000	0.450000	1268.000000	centre	antisaccade	right	GoodTrial	0.000000	0.000000	0.495233	0
142	0	0.430724	0.400000	0.450000	652.000000	left	antisaccade	left	GoodTrial	0.000000	0.000000	0.651761	0
143	1	0.417183	0.400000	0.450000	652.000000	left	antisaccade	left	Fix_Error	0.000000	0.000000	0.000000	0
144	1	0.291399	0.400000	0.450000	1268.000000	centre	saccade	right	GoodTrial	0.000000	0.000000	0.601907	0
145	1	0.341272	0.400000	0.450000	652.000000	left	saccade	left	GoodTrial	0.000000	0.000000	0.466626	0
146	0	0.252853	0.400000	0.450000	652.000000	centre	antisaccade	left	GoodTrial	0.000000	0.000000	0.646642	0
147	1	0.498808	0.400000	0.450000	652.000000	left	antisaccade	left	GoodTrial	0.000000	0.000000	0.553263	0
148	1	0.435226	0.400000	0.450000	652.000000	left	saccade	left	GoodTrial	0.000000	0.000000	0.426139	0
149	0	0.517255	0.400000	0.450000	652.000000	left	saccade	left	GoodTrial	0.000000	0.000000	0.969962	0
150	0	0.352105	0.400000	0.450000	652.000000	right	antisaccade	left	GoodTrial	0.000000	0.000000	1.241729	0
151	0	0.375796	0.400000	0.450000	652.000000	centre	saccade	left	GoodTrial	0.000000	0.000000	0.868382	0
152	1	0.490312	0.400000	0.450000	652.000000	right	antisaccade	left	GoodTrial	0.000000	0.000000	0.756327	0
153	0	0.468660	0.400000	0.450000	1268.000000	centre	antisaccade	right	GoodTrial	0.000000	0.000000	0.551584	0
154	1	0.360323	0.400000	0.450000	652.000000	centre	antisaccade	left	GoodTrial	0.000000	0.000000	0.561958	0
155	0	0.408982	0.400000	0.450000	652.000000	centre	antisaccade	left	GoodTrial	0.000000	0.000000	0.553598	0
156	0	0.454328	0.400000	0.450000	1268.000000	left	saccade	right	GoodTrial	0.000000	0.000000	1.621556	0
157	0	0.389467	0.400000	0.450000	1268.000000	right	antisaccade	right	GoodTrial	0.000000	0.000000	0.771307	0
158	0	0.317235	0.400000	0.450000	1268.000000	left	saccade	right	GoodTrial	0.000000	0.000000	1.493595	0
159	1	0.542286	0.400000	0.450000	1268.000000	centre	antisaccade	right	Fix_Error	0.000000	0.000000	0.000000	0
160	1	0.267445	0.400000	0.450000	1268.000000	left	antisaccade	right	GoodTrial	0.000000	0.000000	0.837144	0
161	1	0.459353	0.400000	0.450000	1268.000000	centre	antisaccade	right	GoodTrial	0.000000	0.000000	0.593399	0
162	1	0.550029	0.400000	0.450000	1268.000000	left	antisaccade	right	GoodTrial	0.000000	0.000000	0.796034	0
163	1	0.302526	0.400000	0.450000	1268.000000	right	saccade	right	GoodTrial	0.000000	0.000000	0.575708	0
164	1	0.197976	0.400000	0.450000	1268.000000	left	antisaccade	right	GoodTrial	0.000000	0.000000	1.140039	0
165	0	0.504821	0.400000	0.450000	652.000000	left	antisaccade	left	GoodTrial	0.000000	0.000000	1.168860	0
166	1	0.538816	0.400000	0.450000	652.000000	left	saccade	left	GoodTrial	0.000000	0.000000	0.000000	0
167	0	0.231902	0.400000	0.450000	652.000000	left	antisaccade	left	GoodTrial	0.000000	0.000000	0.647715	0
168	0	0.301770	0.400000	0.450000	652.000000	centre	saccade	left	GoodTrial	0.000000	0.000000	0.604057	0
169	0	0.444667	0.400000	0.450000	652.000000	left	saccade	left	GoodTrial	0.000000	0.000000	0.576743	0
170	0	0.303654	0.400000	0.450000	1268.000000	left	antisaccade	right	GoodTrial	0.000000	0.000000	0.698037	0
171	0	0.311621	0.400000	0.450000	1268.000000	centre	antisaccade	right	GoodTrial	0.000000	0.000000	0.786147	0
172	0	0.442064	0.400000	0.450000	652.000000	right	saccade	left	GoodTrial	0.000000	0.000000	0.587810	0
173	1	0.142693	0.400000	0.450000	652.000000	right	saccade	left	GoodTrial	0.000000	0.000000	0.597279	0
174	1	0.121460	0.400000	0.450000	1268.000000	right	saccade	right	GoodTrial	0.000000	0.000000	0.477843	0
175	0	0.215544	0.400000	0.450000	652.000000	right	antisaccade	left	GoodTrial	0.000000	0.000000	0.616218	0
176	0	0.478242	0.400000	0.450000	1268.000000	centre	saccade	right	GoodTrial	0.000000	0.000000	0.419512	0
177	1	0.590831	0.400000	0.450000	652.000000	right	antisaccade	left	GoodTrial	0.000000	0.000000	0.827267	0
178	0	0.350880	0.400000	0.450000	1268.000000	right	saccade	right	GoodTrial	0.000000	0.000000	0.449471	0
179	0	0.575747	0.400000	0.450000	1268.000000	centre	antisaccade	right	GoodTrial	0.000000	0.000000	0.834949	0
180	1	0.253001	0.400000	0.450000	1268.000000	right	saccade	right	GoodTrial	0.000000	0.000000	0.441953	0
181	0	0.231012	0.400000	0.450000	1268.000000	left	antisaccade	right	GoodTrial	0.000000	0.000000	0.667401	0
182	0	0.196423	0.400000	0.450000	652.000000	centre	antisaccade	left	GoodTrial	0.000000	0.000000	0.994562	0
183	0	0.514047	0.400000	0.450000	1268.000000	right	antisaccade	right	Fix_Error	0.000000	0.000000	0.000000	0
184	0	0.128405	0.400000	0.450000	652.000000	right	saccade	left	GoodTrial	0.000000	0.000000	0.595637	0
185	1	0.558600	0.400000	0.450000	652.000000	right	antisaccade	left	GoodTrial	0.000000	0.000000	1.099651	0
186	0	0.124311	0.400000	0.450000	1268.000000	right	antisaccade	right	GoodTrial	0.000000	0.000000	1.420432	0
187	0	0.337145	0.400000	0.450000	1268.000000	right	saccade	right	GoodTrial	0.000000	0.000000	0.000000	0
188	1	0.322835	0.400000	0.450000	652.000000	centre	saccade	left	GoodTrial	0.000000	0.000000	0.428141	0
189	0	0.212223	0.400000	0.450000	652.000000	left	saccade	left	GoodTrial	0.000000	0.000000	1.214806	0
190	0	0.200671	0.400000	0.450000	652.000000	left	saccade	left	GoodTrial	0.000000	0.000000	0.469897	0
191	1	0.340139	0.400000	0.450000	652.000000	left	antisaccade	left	GoodTrial	0.000000	0.000000	0.941204	0
192	1	0.480003	0.400000	0.450000	652.000000	left	saccade	left	GoodTrial	0.000000	0.000000	0.000000	0
193	1	0.492328	0.400000	0.450000	1268.000000	centre	saccade	right	GoodTrial	0.000000	0.000000	1.261087	0
194	0	0.505547	0.400000	0.450000	652.000000	left	antisaccade	left	GoodTrial	0.000000	0.000000	0.857722	0
195	0	0.294679	0.400000	0.450000	652.000000	right	antisaccade	left	GoodTrial	0.000000	0.000000	0.000000	0
196	1	0.323095	0.400000	0.450000	1268.000000	right	antisaccade	right	GoodTrial	0.000000	0.000000	0.701800	0
197	0	0.583491	0.400000	0.450000	1268.000000	right	saccade	right	GoodTrial	0.000000	0.000000	0.596364	0
198	1	0.324676	0.400000	0.450000	652.000000	centre	saccade	left	GoodTrial	0.000000	0.000000	0.777244	0
199	0	0.392440	0.400000	0.450000	1268.000000	centre	saccade	right	GoodTrial	0.000000	0.000000	0.632276	0
200	0	0.269980	0.400000	0.450000	652.000000	centre	saccade	left	GoodTrial	0.000000	0.000000	0.763793	0
201	0	0.308586	0.400000	0.450000	1268.000000	centre	antisaccade	right	GoodTrial	0.000000	0.000000	0.778359	0
202	0	0.486971	0.400000	0.450000	652.000000	left	saccade	left	GoodTrial	0.000000	0.000000	0.528454	0
203	1	0.115980	0.400000	0.450000	1268.000000	centre	antisaccade	right	GoodTrial	0.000000	0.000000	0.000000	0
204	1	0.414666	0.400000	0.450000	1268.000000	right	antisaccade	right	Fix_Error	0.000000	0.000000	0.000000	0
205	1	0.209206	0.400000	0.450000	652.000000	right	saccade	left	GoodTrial	0.000000	0.000000	0.541167	0
206	1	0.382887	0.400000	0.450000	1268.000000	right	saccade	right	GoodTrial	0.000000	0.000000	0.479832	0
207	0	0.461508	0.400000	0.450000	1268.000000	left	antisaccade	right	GoodTrial	0.000000	0.000000	1.077497	0
208	1	0.277055	0.400000	0.450000	652.000000	centre	saccade	left	GoodTrial	0.000000	0.000000	0.398966	0
209	1	0.324791	0.400000	0.450000	652.000000	left	antisaccade	left	GoodTrial	0.000000	0.000000	0.984069	0
210	0	0.101182	0.400000	0.450000	1268.000000	right	antisaccade	right	GoodTrial	0.000000	0.000000	1.647258	0
211	1	0.285371	0.400000	0.450000	1268.000000	centre	antisaccade	right	GoodTrial	0.000000	0.000000	1.365088	0
212	0	0.233178	0.400000	0.450000	652.000000	centre	saccade	left	GoodTrial	0.000000	0.000000	0.587011	0
213	1	0.276297	0.400000	0.450000	1268.000000	right	antisaccade	right	GoodTrial	0.000000	0.000000	1.489847	0
214	0	0.566594	0.400000	0.450000	652.000000	left	antisaccade	left	GoodTrial	0.000000	0.000000	0.695458	0
215	1	0.552680	0.400000	0.450000	652.000000	centre	antisaccade	left	GoodTrial	0.000000	0.000000	1.342434	0
216	1	0.407554	0.400000	0.450000	1268.000000	left	antisaccade	right	GoodTrial	0.000000	0.000000	0.648547	0
217	0	0.512606	0.400000	0.450000	652.000000	right	saccade	left	GoodTrial	0.000000	0.000000	0.526857	0
218	1	0.533219	0.400000	0.450000	1268.000000	centre	saccade	right	Fix_Error	0.000000	0.000000	0.000000	0
219	0	0.495583	0.400000	0.450000	652.000000	right	saccade	left	GoodTrial	0.000000	0.000000	0.587710	0
220	1	0.414480	0.400000	0.450000	652.000000	centre	saccade	left	GoodTrial	0.000000	0.000000	0.462299	0
221	1	0.399068	0.400000	0.450000	652.000000	centre	antisaccade	left	GoodTrial	0.000000	0.000000	0.000000	0
222	0	0.284552	0.400000	0.450000	1268.000000	centre	antisaccade	right	GoodTrial	0.000000	0.000000	0.658273	0
223	0	0.108540	0.400000	0.450000	652.000000	right	antisaccade	left	GoodTrial	0.000000	0.000000	0.690613	0
224	1	0.440560	0.400000	0.450000	1268.000000	left	saccade	right	GoodTrial	0.000000	0.000000	1.297292	0
225	0	0.483574	0.400000	0.450000	1268.000000	right	saccade	right	GoodTrial	0.000000	0.000000	0.492724	0
226	0	0.382123	0.400000	0.450000	652.000000	left	saccade	left	GoodTrial	0.000000	0.000000	0.616898	0
227	0	0.265822	0.400000	0.450000	1268.000000	centre	antisaccade	right	GoodTrial	0.000000	0.000000	0.721397	0
228	1	0.304134	0.400000	0.450000	1268.000000	right	antisaccade	right	GoodTrial	0.000000	0.000000	0.772577	0
229	1	0.471992	0.400000	0.450000	652.000000	centre	antisaccade	left	GoodTrial	0.000000	0.000000	1.091644	0
230	0	0.425828	0.400000	0.450000	1268.000000	left	antisaccade	right	GoodTrial	0.000000	0.000000	0.000000	0
231	0	0.172057	0.400000	0.450000	1268.000000	left	antisaccade	right	GoodTrial	0.000000	0.000000	0.964047	0
232	1	0.468082	0.400000	0.450000	652.000000	left	saccade	left	GoodTrial	0.000000	0.000000	0.532870	0
233	0	0.448882	0.400000	0.450000	1268.000000	centre	antisaccade	right	GoodTrial	0.000000	0.000000	0.694803	0
234	1	0.340059	0.400000	0.450000	652.000000	right	antisaccade	left	GoodTrial	0.000000	0.000000	0.626550	0
235	1	0.198560	0.400000	0.450000	1268.000000	right	saccade	right	GoodTrial	0.000000	0.000000	0.803478	0
236	0	0.314382	0.400000	0.450000	652.000000	centre	antisaccade	left	GoodTrial	0.000000	0.000000	0.000000	0
237	1	0.516541	0.400000	0.450000	1268.000000	centre	antisaccade	right	GoodTrial	0.000000	0.000000	0.577069	0
238	1	0.573060	0.400000	0.450000	1268.000000	centre	antisaccade	right	GoodTrial	0.000000	0.000000	0.651694	0
239	1	0.469169	0.400000	0.450000	1268.000000	centre	saccade	right	GoodTrial	0.000000	0.000000	0.000000	0
